artifact_id,text,evidence_type,timestamp,gold_controls,gold_rationale
1894,TLS configuration on mail server updated to disable SSLv3; weak ciphers also removed from configuration; service was restarted.,config,2025-11-10T09:15:00Z,SC-8;SC-13,Weak encryption protocols and ciphers were disabled.
1895,Failed login attempts for service account exceeded threshold; account not locked out,log,2025-10-06T09:36:46Z,AC-7;AU-6,Account lockout mechanism failure requires investigation.
1896,Change request rejected due to incomplete security assessment; resubmission required after completing checklist.,ticket,2025-11-10T15:30:00Z,CM-3;SA-11,Change rejected due to incomplete security assessment.
1897,A new security baseline for cloud VMs was created and deployed; the baseline includes disk encryption and network security group rules; the monitoring agent is installed by default.,config,2025-11-04T14:18:35Z,CM-2;CM-6;SC-28,Cloud security baseline deployed; compliance monitored; at-rest encryption enabled.
1898,Container orchestration platform was configured to enforce Pod Security Policies by default; all new pods must run as a non-root user; a read-only root filesystem is required.,config,2025-11-03T15:39:59Z,SC-7;SI-4;CM-2,Container security hardening enforced; runtime protection active; baseline configuration applied.
1899,CMDB reconciliation identified 156 assets past end-of-life dates. Decommissioning project plan developed with prioritization by risk exposure.,config,2025-10-26T12:20:00Z,CM-8,Information system component inventory has EOL items.
1900,"An unauthorized wireless access point was detected by the WIPS; the device was broadcasting the SSID ""FreeWiFi""; the device was automatically de-authenticated from the network.",log,2025-11-13T10:15:00Z,AC-18;SC-7;IR-5,Rogue wireless device found; network protection active; incident response triggered.
1901,"Privileged access request for vendor user vend-01 was approved for 6 months; the request provides full administrative access to the entire production environment; justification was ""general support"".",ticket,2025-11-14T13:00:00Z,AC-2;AC-6;AU-12,Excessive privileged access granted to external party; justification weak; access review needed.
1902,System time synchronization restored after NTP failure; 15-minute outage logged,log,2025-10-08T14:32:34Z,AU-8;AU-2,Clock synchronization restored after service failure.
1903,TLS configuration on mail server updated to disable SSLv3; weak ciphers also removed from configuration,config,2025-09-28T15:55:06Z,SC-8;SC-13,Weak encryption protocols and ciphers disabled.
1904,Database encryption keys for the analytics cluster were rotated as part of the quarterly maintenance. The old keys were securely archived for 30 days before being scheduled for destruction.,config,2025-09-23T08: -57:36Z,SC-12;SC-28,Key rotation completed according to security policy.
1905,Production deployment bypassed security approval gate; dynamic testing incomplete at release.,ticket,2025-09-22T21:20:00Z,CM-3;SA-11,Change control and security testing both skipped.
1906,Incident IR-2025-112 closed; containment successful but root cause not identified; further investigation planned.,ticket,2025-11-10T16:15:00Z,IR-4;AU-6,Incident resolved but root cause analysis incomplete.
1907,TLS 1.3 enforcement policy was applied to all internal load balancers; weak ciphers were explicitly disabled; the configuration was pushed via the central management system.,config,2025-10-26T17:41:35Z,SC-8;SC-13;CM-6,Secure transport enforced; weak crypto disabled; change managed centrally.
1908,Change request CHG-2025-402 approved without proper documentation; rollback plan not included in submission; approver was noted.,ticket,2025-11-10T09:30:00Z,CM-3;CM-8,Change approved without complete documentation.
1909,TLS 1.3 was enabled on the internal messaging service; the service now also supports HTTP/2 for improved performance; the change was deployed to staging first.,config,2025-11-06T15:25:05Z,SC-8;SC-13;CM-3,Modern encryption protocol enabled; performance improved; change tested before deployment.
1910,The SIEM generated a high-priority alert for a potential data breach; a single user account was observed downloading 50GB of data from the marketing share; the user's account was suspended.,log,2025-11-13T11:45:00Z,IR-5;SI-4;AU-6,Unusual data access detected; system protection alerted; audit trail shows suspension.
1911,Incident response team activated for potential data breach; containment procedures initiated; legal team notified.,ticket,2025-11-12T08:30:00Z,IR-4;IR-5,Incident response executed for potential breach.
1912,"Access request ticket REQ-2025-445 was approved for user j.doe granting membership to the Domain Admins group. The request justification was listed as ""temporary server maintenance"" but no end date was specified.",ticket,2025-09-15T08:30:25Z,AC-2;AC-6,Privileged account granted without proper limitation or justification.
1913,Load balancer supports TLS 1.0 fallback; outdated cipher suites remain in configuration.,config,2025-09-24T06:15:00Z,SC-8;SC-13,Transmission protection and cryptographic protection both weak.
1914,Network intrusion detection system alerted on port scan; investigation initiated,log,2025-10-25T12:24:34Z,SC-7;RA-5,Network reconnaissance detected requiring investigation.
1915,Object store bucket fin-archive encryption disabled; KMS alias misconfigured; SSE not enforced.,config,2025-09-01T09:23:45Z,SC-28;SC-12,At-rest encryption and key management missing.
1916,Load balancer SSL certificate expires in 14 days. Automated renewal process configured but certificate authority API integration currently failing.,config,2025-10-18T10:05:00Z,SC-8;SC-13,Transmission protection certificate lifecycle at risk.
1917,API service accounts configured with non-expiring passwords. Credential rotation policy not enforced for system-to-system authentication.,config,2025-10-24T14:15:00Z,IA-5,Authenticator management lacks expiration controls.
1918,Endpoint protection quarantined malware sample within 8s of signature match detection.,log,2025-09-23T17:05:00Z,SI-3,Malicious code protection responded successfully.
1919,Incident response team activated for potential data breach; containment procedures initiated.,ticket,2025-09-11T13:25:35Z,IR-4;IR-5,Incident handling and response plan execution.
1920,Incident response team activated for malware detection on workstation; machine isolated from network,ticket,2025-09-29T12:00:50Z,IR-4;SI-3,Incident response executed for malware containment.
1921,Database connection encryption enabled; TLS 1.3 with forward secrecy enforced.,config,2025-09-05T09:47:58Z,SC-8;SC-13,Transport encryption and strong cryptography.
1922,Security log analysis detected unusual admin access patterns; investigation initiated by SOC; user interviewed.,log,2025-11-12T09:30:00Z,AU-6;AU-12,Unusual access patterns require investigation.
1923,Antimalware engine outdated by 9 days; signature database version 2.14.8 running on endpoints.,log,2025-09-16T10:30:00Z,SI-3,Malware protection not current per policy.
1924,Privileged session manager recorded a session for user admin-02 on server db-01-prod; during the session the user attempted to access files outside their authorized directory; an alert was generated.,log,2025-10-30T13:30:51Z,AU-3;AC-17;SI-7,Privileged session monitored; policy violation detected; file integrity alert raised.
1925,Monthly disaster recovery test was successful; the critical application was restored from backups in the secondary site within the 4-hour RTO target; the test was documented.,log,2025-11-03T14:23:33Z,CP-9;AU-2;IR-4,Disaster recovery test met objectives; audit trail created; response plan validated.
1926,Network segmentation implemented between development and production environments,config,2025-10-22T11:06:36Z,SC-7;CM-6,Network isolation implemented to protect production systems.
1927,TLS 1.3 enabled on all web servers; backward compatibility with legacy clients maintained.,config,2025-09-13T08:26:21Z,SC-8;SC-13,Secure encryption and compatibility management.
1928,TLS configuration updated to disable weak ciphers; forward secrecy enforced,config,2025-10-18T13:42:54Z,SC-8;SC-13,Secure encryption configuration implemented.
1929,File integrity monitoring detected changes to /etc/passwd; modification occurred outside change window; the user responsible was identified.,log,2025-11-15T12:45:00Z,SI-7;AU-6;AC-2,Critical system file change detected; audit review identified user; access control implications.
1930,Remote desktop protocol session originated from foreign IP; geographic policy not applied.,log,2025-09-24T02:55:00Z,AC-17,Remote access location restrictions not enforced.
1931,Remote desktop access restricted to specific jump hosts; MFA required,config,2025-10-19T11:21:30Z,AC-17;IA-2,Remote access restricted with strong authentication.
1932,Network segmentation implemented between development and production environments; firewall rules updated; connectivity tested.,config,2025-11-12T09:45:00Z,SC-7;CM-6,Network isolation implemented to protect production systems.
1933,User account provisioning automated; access granted based on HR system attributes,ticket,2025-10-04T14:52:26Z,AC-2;AU-3,Account management automated based on authoritative source.
1934,SSH access restricted to bastion hosts only; key-based authentication enforced.,config,2025-09-02T12:55:03Z,AC-17;SC-8,Remote access control and encrypted connections.
1935,Database connection encryption enabled with TLS 1.3; certificate validation enforced,config,2025-10-15T10:08:30Z,SC-8;SC-13,Database transport encryption strengthened with certificate validation.
1936,Security team conducted annual review of privileged account assignments across all production systems. Analysis revealed 14 service accounts with administrative privileges that have not been used in the past 180 days. Recommendation submitted to revoke unused elevated permissions.,log,2025-09-29T01:25:00Z,AC-6,Least privilege review identified dormant high-privilege accounts.
1937,SSH access restricted to specific IP ranges; key-based authentication enforced,config,2025-10-25T09:51:42Z,AC-17;SC-8,Remote access restricted with encrypted connections.
1938,Database connection pooling configured with TLS encryption; certificate validation enforced,config,2025-10-09T10:38:18Z,SC-8;SC-13,Database transport encryption with certificate validation.
1939,FIM agent on the primary domain controller detected an unauthorized modification to the Group Policy Object (GPO) that defines password complexity requirements.,log,2025-09-23T14:19:46Z,SI-7;AU-6,Critical security policy change requires investigation.
1940,The build pipeline for the customer portal was integrated with a dynamic application security testing (DAST) tool; the build will now fail if any high-risk vulnerabilities are found.,config,2025-11-13T16:30:00Z,SA-11;SI-2;CM-6,Secure development enhanced; runtime testing added; pipeline configuration managed.
1941,SIEM correlation detected potential insider threat activity pattern. 340 file access events from single user account during off-hours.,log,2025-10-25T23:10:00Z,AU-3,Audit content analysis flagged suspicious behavior.
1942,Hardware asset tracking database reconciled against procurement records and network discovery scans. Comparison identified 43 servers no longer physically present in datacenters but still listed as active assets. Additional 19 devices found in datacenters without corresponding asset tags or ownership records. Asset accuracy improvement project initiated.,config,2025-10-05T08:45:00Z,CM-8,Information system component inventory requires major cleanup.
1943,Failed login attempts for the service account svc-backup exceeded the threshold of 20 in 5 minutes; the account was not locked out due to a configuration error; the issue has been escalated.,log,2025-11-13T11:00:00Z,AC-7;AU-6;CM-8,Lockout mechanism failed; audit review required; configuration error identified.
1944,Quarterly review of the SIEM rule set was completed; 15 rules were tuned to reduce false positives; 5 new rules were added to detect emerging threats.,log,2025-11-08T07:36:33Z,AU-6;CM-6;AU-12,SIEM tuning improves detection accuracy; configuration updated; review process documented.
1945,New employee account provisioning delayed 4 days beyond start date. Manual intervention required due to automated workflow approval timeout.,ticket,2025-10-24T07:40:00Z,AC-2,Account management creation process delayed.
1946,Firewall rule allowing inbound TCP 3389 from 0.0.0.0/0 detected; network segmentation violated.,config,2025-09-15T21:20:00Z,SC-7,Boundary protection controls not enforced properly.
1947,The API gateway was reconfigured to implement rate limiting; a new policy was set to allow 100 requests per minute per IP; this was done to mitigate denial-of-service attempts.,config,2025-11-13T14:15:00Z,SC-5;SC-7;CM-6,Traffic throttling implemented; DoS protection active; configuration change managed.
1948,Email filtering rules updated to block executable attachments; suspicious links also flagged,config,2025-10-05T08:25:18Z,SI-4;SC-7,Email filtering enhanced to block malicious content.
1949,Nightly backup job failed 3 consecutive times; restore capability unverified for 21d.,ticket,2025-09-24T09:30:00Z,CP-9,Information backup reliability and testing compromised.
1950,Configuration management system reported that 5% of servers are not compliant with the latest security baseline; the non-compliant servers are missing critical OS patches.,log,2025-11-14T16:15:00Z,CM-2;SI-2;CM-8,Configuration compliance check revealed gaps; patching status non-compliant; monitoring alerted.
1951,Priority 1 incident response delayed; on-call engineer paged 45m after monitoring alert.,ticket,2025-09-23T20:20:00Z,IR-4,Incident handling notification lag exceeded threshold.
1952,VPN user activity report shows 847 unique users connected remotely during past 30 days. Geolocation analysis identified 12 users connecting from locations inconsistent with registered home addresses or known business travel. Follow-up investigation confirmed all connections legitimate but highlighted gaps in travel notification process. Policy communication and enforcement improvement planned.,log,2025-10-10T20:25:00Z,AC-17,Remote access geographic monitoring revealing gaps.
1953,Incident response plan was updated to include procedures for handling ransomware attacks on cloud resources. The plan was tested in a tabletop exercise.,ticket,2025-09-27T09:37:54Z,IR-4;IR-5,Incident response plan updated for cloud-specific threats.
1954,TLS 1.3 enabled on all web servers; backward compatibility maintained; configuration tested in staging.,config,2025-11-12T11:15:00Z,SC-8;SC-13,Modern encryption enabled with compatibility considerations.
1955,Security event logging configuration audit shows 412 systems forwarding logs to central repository. 34 critical systems not properly configured for log forwarding including 8 database servers and 12 application servers. Log aggregation coverage gaps prevent complete security visibility. Emergency configuration changes implemented to add missing systems. Monitoring alerts added to detect future gaps.,config,2025-10-12T15:15:00Z,AU-2,Audit events collection incomplete for critical systems.
1956,Configuration management system reported that 5% of servers are not compliant with the latest security baseline; the non-compliant servers are missing critical OS patches.,log,2025-11-06T14:08:39Z,CM-2;SI-2;CM-8,Configuration compliance check revealed gaps; patching status non-compliant; monitoring alerted.
1957,Security patch deployment completed for operating system vulnerabilities rated critical severity. 412 of 428 systems patched successfully within 72-hour window. 16 systems failed patching due to disk space constraints or service dependencies. Failed systems granted 7-day extension with enhanced monitoring. Patch validation testing confirmed no service disruptions.,log,2025-10-10T04:00:00Z,SI-2,Flaw remediation mostly completed within SLA.
1958,Baseline hardening script not applied to 14 newly provisioned cloud instances.,config,2025-09-16T17:10:00Z,CM-6,Configuration settings baseline not enforced.
1959,TLS configuration updated to disable RC4 cipher; forward secrecy enforced.,config,2025-09-08T12:22:03Z,SC-8;SC-13,Secure encryption and cryptography compliance.
1960,Incident response plan was updated to include procedures for handling ransomware attacks on cloud resources; the plan was tested in a tabletop exercise.,ticket,2025-11-06T12:52:13Z,IR-4;IR-5;AU-12,Incident response plan updated for cloud; plan tested; procedures documented.
1961,Network appliance configured with factory default credentials; initial password never changed.,config,2025-09-23T13:45:00Z,IA-5,Authenticator management initialization requirement violated.
1962,Security awareness training campaign for Q3 was completed; 92% of employees completed the training; the associated phishing simulation had a click-rate of 8%.,ticket,2025-11-14T11:30:00Z,AT-2;AT-3;AU-12,Security training completed; phishing simulation analyzed; metrics recorded for review.
1963,User access review completed; 34 orphaned accounts identified and disabled; report sent to management.,ticket,2025-11-11T11:30:00Z,AC-2;AU-12,Access review identified and remediated orphaned accounts.
1964,Database encryption keys rotated; old keys securely destroyed after retention period,config,2025-10-06T10:53:12Z,SC-12;SC-28,Key lifecycle management properly implemented.
1965,File integrity monitoring alert: /etc/passwd modified on server-12; change unauthorized.,log,2025-09-03T13:15:08Z,SI-7;AU-6,System file changes detected and audit required.
1966,Service account password hardcoded in configuration file; exposed to development team,ticket,2025-10-15T07:35:38Z,IA-5;CM-8,Credential protection failure requires remediation.
1967,Change request CR-2025-333 was approved but implemented with a different scope; the approved change was to update server memory; the implementer also applied OS patches without approval.,ticket,2025-11-04T11:45:43Z,CM-3;CM-6;AU-2,Change scope expanded without authorization; configuration modified; audit trail shows discrepancy.
1968,Log monitoring detected that the service account svc-backup failed to authenticate against the database server 50 times in 10 minutes. The account password was recently reset but not updated in the application's configuration file.,log,2025-09-22T15:41:10Z,AC-7;AU-6,Authentication failure due to configuration mismatch.
1969,Network segmentation implemented between development and production environments,config,2025-10-09T14:27:36Z,SC-7;CM-6,Network isolation implemented to protect production systems.
1970,Terminated employee account disabled 12 days after separation date. HR system integration failure delayed automated deprovisioning workflow execution.,ticket,2025-10-20T21:20:00Z,AC-2,Account management lifecycle process breakdown.
1971,TLS 1.3 was enabled on the internal messaging service. The service now also supports HTTP/2 for improved performance.,config,2025-09-27T12:10:46Z,SC-8;SC-13,Modern encryption protocol enabled for internal service.
1972,Incident response team activated for malware detection; containment procedures initiated,ticket,2025-10-25T07:18:50Z,IR-4;SI-3,Incident response executed for malware containment.
1973,Privileged access request for user j.smith was approved for 90 days of admin access to the production environment; the request lacked a detailed business justification; the access was granted by a non-approving manager.,ticket,2025-11-12T17:00:00Z,AC-2;AC-6;AU-12,Privileged access granted; least privilege violated; access review required.
1974,Multi-factor authentication was enforced for all users accessing the cloud management console; time-based one-time passwords were made mandatory; SMS-based authentication was deprecated.,config,2025-10-28T13:18:47Z,IA-2;IA-5;AC-2,Authentication strengthened; credential management improved; access control enforced.
1975,Configuration monitoring detected deviation from security baseline on web server; unnecessary services were enabled; a remediation ticket was created.,log,2025-11-09T07:31:35Z,CM-2;CM-6;CM-8,Configuration drift detected; non-compliant settings found; monitoring alerted and ticket created.
1976,Incident response plan updated with new communication procedures; team trained,ticket,2025-10-19T08:48:38Z,IR-4;IR-5,Incident response procedures updated and team trained.
1977,System time synchronization restored after NTP failure; 15-minute outage logged; monitoring system alerted.,log,2025-11-12T08:00:00Z,AU-8;AU-2,Clock synchronization restored after service failure.
1978,Backup verification failed for critical database; restore test unsuccessful,log,2025-10-14T10:13:28Z,CP-9;AU-2,Backup integrity failure requires investigation.
1979,Remote access VPN concentrator logs analyzed for policy violations. Review identified 12 instances of users connecting from high-risk countries during off-hours without corresponding business travel notifications. Additional 8 users shared VPN credentials with unauthorized family members based on geolocation pattern analysis. Policy violation notifications issued and accounts suspended pending investigation.,log,2025-10-07T10:10:00Z,AC-17,Remote access policy enforcement revealing violations.
1980,"An unauthorized wireless access point with MAC address 00:1A:2B:3C:4D:5E was detected by the wireless intrusion detection system. The device was broadcasting the SSID ""CorpNet-Guest"" and was automatically de-authenticated.",log,2025-09-18T13:26:00Z,AC-18;SC-7,Rogue wireless device detected and neutralized on the network.
1981,Business continuity plan annual testing included full failover to disaster recovery site. Database replication validated with RPO of 15 minutes and RTO achieved at 3.2 hours. Testing identified 4 application dependencies not properly documented causing extended recovery time. Recovery documentation updated and additional testing scheduled in 6 months.,ticket,2025-10-07T16:45:00Z,CP-9,Information backup and recovery testing mostly successful.
1982,User account r.garcia was created with a temporary password; the user was required to change the password at first login; MFA was enforced during the process.,ticket,2025-11-14T15:15:00Z,AC-2;IA-2;IA-5,Secure account creation process followed; strong authentication enforced; credentials managed.
1983,Backup verification completed for all critical systems; 98% success rate achieved.,log,2025-09-14T09:37:49Z,CP-9;AU-2,Backup integrity and audit validation.
1984,TLS 1.3 enabled on all web servers; backward compatibility maintained,config,2025-10-23T08:45:12Z,SC-8;SC-13,Modern encryption enabled with compatibility considerations.
1985,Antimalware solution detected and quarantined zero-day malware on executive workstation.,log,2025-09-12T12:20:37Z,SI-3;SI-4,Malware detection and system protection active.
1986,The authentication mechanism for the internal API was updated to use OAuth 2.0; access tokens now expire after 1 hour; refresh tokens are valid for 24 hours.,config,2025-11-04T10:29:17Z,IA-2;SC-12;CM-6,API authentication modernized; secure token lifecycle implemented; configuration change managed.
1987,SSH daemon configuration hardened; root login disabled; key algorithms updated,config,2025-10-17T11:15:00Z,AC-17;SC-8,Remote access security enhanced with strong cryptography.
1988,Security exception approved for legacy system; compensating controls documented but not implemented,ticket,2025-09-30T14:28:44Z,RA-5;IR-5,Risk accepted without proper compensating controls.
1989,Failed login attempts for the service account svc-web increased by 500% after a recent application deployment; the password was not rotated as part of the deployment.,log,2025-11-05T11:40:45Z,AC-7;AU-6;CM-8,Application change caused auth failures; audit shows spike; configuration issue identified.
1990,File Integrity Monitoring (FIM) agent on file server fs-01 alerted that /etc/shadow was modified by an unknown process with PID 8231. The change occurred at 02:15 AM and was not associated with any authorized administrative task.,log,2025-09-17T10:56:06Z,SI-7;AU-6,Critical system file integrity violation requires immediate investigation.
1991,Privileged access management audit identified 22 shared administrator accounts across Windows domain controllers. Account naming convention does not uniquely identify individual operators. Password vaulting solution procured but deployment postponed pending Active Directory restructuring project completion.,log,2025-10-01T23:20:00Z,AC-6,Least privilege and accountability compromised by shared accounts.
1992,Change implemented outside maintenance window; business impact not assessed.,ticket,2025-09-03T11:59:22Z,CM-3;CM-8,Change management and configuration monitoring.
1993,Backup job DB-Backups-Nightly failed with status code 50; last successful restore point is now 72 hours old; audit log for the job is missing.,log,2025-11-10T09:00:00Z,CP-9;AU-2,Backup failure and missing audit log require investigation.
1994,Security awareness training completed by 87% of employees; phishing simulation results analyzed.,ticket,2025-09-10T10:56:41Z,AT-2;AT-3,Security training and phishing awareness evaluation.
1995,Time synchronization service on domain controller dc-02.corp.local reported a NTP peer failure. The system clock has drifted by 1.2 seconds from the authoritative time source; potentially impacting Kerberos authentication and log timestamps.,log,2025-09-15T09:48:51Z,AU-8,Clock synchronization failure affects audit log integrity.
1996,Email gateway configured to block macros in Office documents; quarantine policy active,config,2025-10-08T15:49:00Z,SI-4;SC-7,Email filtering enhanced to block malicious content.
1997,Network traffic analysis detected a large volume of data being transferred to an external IP address known for malicious activity; the transfer was initiated from a workstation in marketing.,log,2025-11-14T12:30:00Z,SC-7;IR-5;AU-6,Potential data exfiltration detected; incident response started; source activity audited.
1998,"Identity management system automated the provisioning of a new user account; access was granted based on the user's HR record; the user was added to the ""Sales"" role.",ticket,2025-11-01T08:11:19Z,AC-2;AU-3;CM-8,Account provisioning automated; access based on HR data; process logged for audit.
1999,Emergency change ticket CHG-2025-112 was deployed to production web tier web-prod-03 without a final approver signature. The automated Static Application Security Testing (SAST) pipeline was manually skipped due to a 30-minute timeout; bypassing a critical security check.,ticket,2025-09-14T13:45:30Z,CM-3;SA-11,Change control bypassed and security testing omitted.
2000,Nessus: OpenSSH critical CVE count=8 on nginx-proxy; next scan in 45 days,ticket,2025-06-01T09:00:00Z,RA-5;SI-2,Critical vulns & scan cadence/remediation gaps ⇒ RA-5; SI-2.
2001,AWS Config: rule s3-bucket-server-side-encryption NON_COMPLIANT on arn:aws:s3:ap-southeast-2:444455556666:bucket/finance-archive — SSE disabled,config,2025-06-01T09:02:00Z,SC-12;SC-28,At-rest encryption and key management gaps ⇒ SC-28; SC-12.
2002,FIM: checksum mismatch on /etc/sshd_config on etl-runner; expected sha256:... actual sha256:...,log,2025-06-01T09:04:00Z,CM-6;SI-7,Integrity monitoring caught config drift ⇒ SI-7; CM-6.
2003,KMS: key arn:aws:kms:eu-central-1:111122223333:key/67107986 rotation disabled; shared across apps,config,2025-06-01T09:06:00Z,SC-12;SC-28,Key rotation disabled and cross-app sharing ⇒ SC-12; SC-28.
2004,"10.11.2.7 - - [25/Oct/2025:23:11:49 +0000] ""GET /api/v1/orders HTTP/1.1"" 200 123 ""-"" ""k6/0.46.0"" rt=0.002 upstream_rt=0.002 reqs=4070",log,2025-06-01T09:08:00Z,SC-5,Burst traffic suggests need for rate-limits ⇒ SC-5.
2005,FIM: checksum mismatch on /etc/sshd_config on db-primary; expected sha256:... actual sha256:...,log,2025-06-01T09:10:00Z,CM-6;SI-7,Integrity monitoring caught config drift ⇒ SI-7; CM-6.
2006,CHG-1292 emergency change merged to kafka-broker in us-east-1 without test evidence,ticket,2025-06-01T09:12:00Z,CM-3;SA-11,Change without approval/testing evidence ⇒ CM-3; SA-11.
2007,KMS: key arn:aws:kms:us-east-1:777788889999:key/80523822 rotation disabled; shared across apps,config,2025-06-01T09:16:00Z,SC-12;SC-28,Key rotation disabled and cross-app sharing ⇒ SC-12; SC-28.
2008,"IAM policy grants Action=""*"" Resource=""*"" on role app-admin in us-east-1",log,2025-06-01T09:18:00Z,AC-6,Wildcard privileges require least privilege & change governance ⇒ AC-6; CM-3.
2009,Jul 12 14:50:51 ip-10-0-0-12 sshd[2345]: Failed password for invalid user bob from 10.13.2.43 port 55852 ssh2,log,2025-06-01T09:20:00Z,AC-7;AU-6,Multiple failed logins require lockout and audit review ⇒ AC-7; AU-6.
2010,KMS: key arn:aws:kms:ap-southeast-2:777788889999:key/86326708 rotation disabled; shared across apps,config,2025-06-01T09:22:00Z,SC-12;SC-28,Key rotation disabled and cross-app sharing ⇒ SC-12; SC-28.
2011,Incident INC-66645: rollback failed for nginx-proxy due to unknown dependency; asset not in CMDB inventory,ticket,2025-06-01T09:24:00Z,CM-8;IR-4,Inventory gap impacted incident handling ⇒ CM-8; IR-4.
2012,Nessus: OpenSSL critical CVE count=11 on etl-runner; next scan in 45 days,ticket,2025-06-01T09:26:00Z,RA-5;SI-2,Critical vulns & scan cadence/remediation gaps ⇒ RA-5; SI-2.
2013,KMS: key arn:aws:kms:us-west-2:777788889999:key/80694328 rotation disabled; shared across apps,config,2025-06-01T09:28:00Z,SC-12;SC-28,Key rotation disabled and cross-app sharing ⇒ SC-12; SC-28.
2014,VPN gateway: user auditor-kim connected from 10.17.203.43 MFA=absent; split-tunnel enabled,log,2025-06-01T09:30:00Z,AC-17;IA-2,Remote access lacking MFA ⇒ AC-17; IA-2.
2015,"IAM policy grants Action=""*"" Resource=""*"" on role app-admin in ap-southeast-2",log,2025-06-01T09:32:00Z,AC-6;CM-3,Wildcard privileges require least privilege & change governance ⇒ AC-6; CM-3.
2016,Jul 12 14:43:51 ip-10-0-0-12 sshd[2345]: Failed password for invalid user svc-etl from 10.18.101.43 port 55852 ssh2,log,2025-06-01T09:34:00Z,AC-7;AU-6,Multiple failed logins require lockout and audit review ⇒ AC-7; AU-6.
2017,FIM: checksum mismatch on /etc/sshd_config on redis-cache; expected sha256:... actual sha256:...,log,2025-06-01T09:36:00Z,CM-6;SI-7,Integrity monitoring caught config drift ⇒ SI-7; CM-6.
2018,API Gateway eu-central-1: rate limiting disabled for auth-service; previous burst 50k rps caused 503s,log,2025-06-01T09:38:00Z,SC-5;SC-7,DoS and boundary protection gaps ⇒ SC-5; SC-7.
2019,VPN gateway: user bob connected from 10.15.2.7 MFA=absent; split-tunnel enabled,log,2025-06-01T09:40:00Z,AC-17;IA-2,Remote access lacking MFA ⇒ AC-17; IA-2.
2020,KMS: key arn:aws:kms:ap-southeast-2:777788889999:key/43963530 rotation disabled; shared across apps,config,2025-06-01T09:42:00Z,SC-12;SC-28,Key rotation disabled and cross-app sharing ⇒ SC-12; SC-28.
2021,Nessus: OpenSSL critical CVE count=9 on kafka-broker; next scan in 45 days,ticket,2025-06-01T09:44:00Z,RA-5;SI-2,Critical vulns & scan cadence/remediation gaps ⇒ RA-5; SI-2.
2022,VPN gateway: user svc-etl connected from 10.14.101.19 MFA=absent; split-tunnel enabled,log,2025-06-01T09:46:00Z,AC-17;IA-2,Remote access lacking MFA ⇒ AC-17; IA-2.
2023,EDR: Suspicious PowerShell (EncodedCommand) detected on host db-primary; signature age=13d; action=quarantine,log,2025-06-01T09:48:00Z,SI-4,Malware detection and monitoring action ⇒ SI-3; SI-4.
2024,API Gateway us-west-2: rate limiting disabled for inventory-svc; previous burst 50k rps caused 503s,log,2025-06-01T09:52:00Z,SC-5;SC-7,DoS and boundary protection gaps ⇒ SC-5; SC-7.
2025,"10.19.203.7 - - [25/Oct/2025:23:11:49 +0000] ""GET /api/v1/orders HTTP/1.1"" 200 123 ""-"" ""k6/0.46.0"" rt=0.002 upstream_rt=0.002 reqs=3759",log,2025-06-01T09:54:00Z,SC-5,Burst traffic suggests need for rate-limits ⇒ SC-5.
2026,AWS Config: rule s3-bucket-server-side-encryption NON_COMPLIANT on arn:aws:s3:eu-central-1:111122223333:bucket/finance-archive — SSE disabled,config,2025-06-01T09:56:00Z,SC-12;SC-28,At-rest encryption and key management gaps ⇒ SC-28; SC-12.
2027,KMS: key arn:aws:kms:ap-southeast-2:111122223333:key/72976312 rotation disabled; shared across apps,config,2025-06-01T09:58:00Z,SC-12;SC-28,Key rotation disabled and cross-app sharing ⇒ SC-12; SC-28.
2028,Incident INC-15160: rollback failed for payments-api due to unknown dependency; asset not in CMDB inventory,ticket,2025-06-01T10:00:00Z,CM-8;IR-4,Inventory gap impacted incident handling ⇒ CM-8; IR-4.
2029,KMS: key arn:aws:kms:ap-southeast-2:444455556666:key/83299079 rotation disabled; shared across apps,config,2025-06-01T10:02:00Z,SC-12;SC-28,Key rotation disabled and cross-app sharing ⇒ SC-12; SC-28.
2030,"10.15.101.87 - - [25/Oct/2025:23:11:49 +0000] ""GET /api/v1/orders HTTP/1.1"" 200 123 ""-"" ""k6/0.46.0"" rt=0.002 upstream_rt=0.002 reqs=2921",log,2025-06-01T10:04:00Z,SC-5,Burst traffic suggests need for rate-limits ⇒ SC-5.
2031,"{""eventVersion"":""1.08"",""userIdentity"":{""type"":""IAMUser"",""userName"":""ops-admin""},""eventTime"":""2025-10-25T23:11:49.539779Z"",""eventSource"":""ec2.amazonaws.com"",""eventName"":""AuthorizeSecurityGroupIngress"",""awsRegion"":""ap-southeast-2"",""sourceIPAddress"":""10.16.2.19"",""requestParameters"":{""ipPermissions"":[{""fromPort"":22,""toPort"":22,""ipProtocol"":""tcp"",""ipRanges"":[{""cidrIp"":""0.0.0.0/0""}]}]},""responseElements"":null,""requestID"":""29336657-EXAMPLE""}",log,2025-06-01T10:06:00Z,AC-6;SC-7,Security group change to 0.0.0.0/0; requires boundary control & least privilege ⇒ SC-7; AC-6.
2032,API Gateway us-west-2: rate limiting disabled for db-primary; previous burst 50k rps caused 503s,log,2025-06-01T10:08:00Z,SC-5;SC-7,DoS and boundary protection gaps ⇒ SC-5; SC-7.
