artifact_id,text,evidence_type,timestamp,gold_controls,gold_rationale,partition
1266,Nessus: OpenSSL critical CVE count=9 on payments-api; next scan in 45 days,ticket,2025-06-01 22:36:00+00:00,RA-5;SI-2,Critical vulns & scan cadence/remediation gaps ⇒ RA-5; SI-2.,test
1267,Incident INC-17975: rollback failed for nginx-proxy due to unknown dependency; asset not in CMDB inventory,ticket,2025-06-01 22:40:00+00:00,CM-8;IR-4,Inventory gap impacted incident handling ⇒ CM-8; IR-4.,train
1268,KMS: key arn:aws:kms:us-west-2:111122223333:key/13291501 rotation disabled; shared across apps,config,2025-06-01 22:44:00+00:00,SC-12;SC-28,Key rotation disabled and cross-app sharing ⇒ SC-12; SC-28.,train
1269,VPN gateway: user svc-etl connected from 10.19.203.43 MFA=absent; split-tunnel enabled,log,2025-06-01 22:46:00+00:00,AC-17;IA-2,Remote access lacking MFA ⇒ AC-17; IA-2.,test
1270,Jul 12 14:37:51 ip-10-0-0-12 sshd[2345]: Failed password for invalid user bob from 10.11.55.7 port 55852 ssh2,log,2025-06-01 22:48:00+00:00,AC-7;AU-6,Multiple failed logins require lockout and audit review ⇒ AC-7; AU-6.,train
1271,VPN gateway: user alice connected from 10.16.55.43 MFA=absent; split-tunnel enabled,log,2025-06-01 22:50:00+00:00,AC-17;IA-2,Remote access lacking MFA ⇒ AC-17; IA-2.,train
1272,Incident INC-67181: rollback failed for db-primary due to unknown dependency; asset not in CMDB inventory,ticket,2025-06-01 22:58:00+00:00,CM-8;IR-4,Inventory gap impacted incident handling ⇒ CM-8; IR-4.,train
1273,API Gateway us-east-1: rate limiting disabled for db-primary; previous burst 50k rps caused 503s,log,2025-06-01 23:02:00+00:00,SC-5;SC-7,DoS and boundary protection gaps ⇒ SC-5; SC-7.,train
1274,"{""eventVersion"":""1.08"",""userIdentity"":{""type"":""IAMUser"",""userName"":""bob""},""eventTime"":""2025-10-25T23:11:49.543525Z"",""eventSource"":""ec2.amazonaws.com"",""eventName"":""AuthorizeSecurityGroupIngress"",""awsRegion"":""eu-central-1"",""sourceIPAddress"":""10.15.55.43"",""requestParameters"":{""ipPermissions"":[{""fromPort"":22,""toPort"":22,""ipProtocol"":""tcp"",""ipRanges"":[{""cidrIp"":""0.0.0.0/0""}]}]},""responseElements"":null,""requestID"":""91065137-EXAMPLE""}",log,2025-06-01 23:04:00+00:00,AC-6;SC-7,Security group change to 0.0.0.0/0; requires boundary control & least privilege ⇒ SC-7; AC-6.,train
1275,Nessus: OpenSSH critical CVE count=7 on nginx-proxy; next scan in 45 days,ticket,2025-06-01 23:06:00+00:00,RA-5;SI-2,Critical vulns & scan cadence/remediation gaps ⇒ RA-5; SI-2.,dev
1276,"S3: bucket policy allows s3:GetObject to Principal=""*"" on arn:aws:s3:eu-central-1:111122223333:bucket/public-assets (HTTP allowed via CloudFront origin)",config,2025-06-01 23:08:00+00:00,SC-7,Public data exposure risk and at-rest protection concern ⇒ SC-7; SC-28.,train
1277,Nessus: nginx critical CVE count=11 on payments-api; next scan in 45 days,ticket,2025-06-01 23:10:00+00:00,RA-5;SI-2,Critical vulns & scan cadence/remediation gaps ⇒ RA-5; SI-2.,train
1278,Incident INC-29878: rollback failed for redis-cache due to unknown dependency; asset not in CMDB inventory,ticket,2025-06-01 23:12:00+00:00,CM-8;IR-4,Inventory gap impacted incident handling ⇒ CM-8; IR-4.,train
1279,API Gateway us-west-2: rate limiting disabled for auth-service; previous burst 50k rps caused 503s,log,2025-06-01 23:14:00+00:00,SC-5;SC-7,DoS and boundary protection gaps ⇒ SC-5; SC-7.,test
1280,"{""kind"":""Event"",""apiVersion"":""audit.k8s.io/v1"",""level"":""Metadata"",""stage"":""ResponseComplete"",""requestURI"":""/api/v1/namespaces/prod/pods/nginx-abc/exec?command=sh"",""user"":{""username"":""svc-etl""},""sourceIPs"":[""10.18.203.19""],""objectRef"":{""resource"":""pods"",""namespace"":""prod"",""name"":""nginx-abc""},""responseStatus"":{""code"":200}}",log,2025-06-01 23:20:00+00:00,AC-6;IR-5,Pod exec implies privileged access monitoring ⇒ AC-6; IR-5.,test
1281,"{""kind"":""Event"",""apiVersion"":""audit.k8s.io/v1"",""level"":""Metadata"",""stage"":""ResponseComplete"",""requestURI"":""/api/v1/namespaces/prod/pods/nginx-abc/exec?command=sh"",""user"":{""username"":""svc-app""},""sourceIPs"":[""10.19.2.7""],""objectRef"":{""resource"":""pods"",""namespace"":""prod"",""name"":""nginx-abc""},""responseStatus"":{""code"":200}}",log,2025-06-01 23:30:00+00:00,AC-6;IR-5,Pod exec implies privileged access monitoring ⇒ AC-6; IR-5.,dev
1282,"{""eventVersion"":""1.08"",""userIdentity"":{""type"":""IAMUser"",""userName"":""svc-etl""},""eventTime"":""2025-10-25T23:11:49.543677Z"",""eventSource"":""ec2.amazonaws.com"",""eventName"":""AuthorizeSecurityGroupIngress"",""awsRegion"":""eu-central-1"",""sourceIPAddress"":""10.18.55.7"",""requestParameters"":{""ipPermissions"":[{""fromPort"":22,""toPort"":22,""ipProtocol"":""tcp"",""ipRanges"":[{""cidrIp"":""0.0.0.0/0""}]}]},""responseElements"":null,""requestID"":""98148469-EXAMPLE""}",log,2025-06-01 23:36:00+00:00,AC-6;SC-7,Security group change to 0.0.0.0/0; requires boundary control & least privilege ⇒ SC-7; AC-6.,train
1283,VPN gateway: user alice connected from 10.16.203.7 MFA=absent; split-tunnel enabled,log,2025-06-01 23:40:00+00:00,AC-17;IA-2,Remote access lacking MFA ⇒ AC-17; IA-2.,train
1284,Incident INC-29739: rollback failed for auth-service due to unknown dependency; asset not in CMDB inventory,ticket,2025-06-01 23:46:00+00:00,CM-8;IR-4,Inventory gap impacted incident handling ⇒ CM-8; IR-4.,dev
1285,Incident INC-82852: rollback failed for etl-runner due to unknown dependency; asset not in CMDB inventory,ticket,2025-06-01 23:48:00+00:00,CM-8;IR-4,Inventory gap impacted incident handling ⇒ CM-8; IR-4.,train
1286,Jul 12 14:57:51 ip-10-0-0-12 sshd[2345]: Failed password for invalid user alice from 10.19.55.43 port 55852 ssh2,log,2025-06-01 23:52:00+00:00,AC-7;AU-6,Multiple failed logins require lockout and audit review ⇒ AC-7; AU-6.,train
1287,Jul 12 14:47:51 ip-10-0-0-12 sshd[2345]: Failed password for invalid user svc-etl from 10.19.203.87 port 55852 ssh2,log,2025-06-01 23:56:00+00:00,AC-7,Multiple failed logins require lockout and audit review ⇒ AC-7; AU-6.,train
1288,KMS: key arn:aws:kms:us-west-2:111122223333:key/42608366 rotation disabled; shared across apps,config,2025-06-02 00:02:00+00:00,SC-28,Key rotation disabled and cross-app sharing ⇒ SC-12; SC-28.,train
1289,Nessus: nginx critical CVE count=5 on etl-runner; next scan in 45 days,ticket,2025-06-02 00:06:00+00:00,RA-5;SI-2,Critical vulns & scan cadence/remediation gaps ⇒ RA-5; SI-2.,train
1290,Jul 12 14:30:51 ip-10-0-0-12 sshd[2345]: Failed password for invalid user alice from 10.11.2.19 port 55852 ssh2,log,2025-06-02 00:08:00+00:00,AC-7;AU-6,Multiple failed logins require lockout and audit review ⇒ AC-7; AU-6.,train
1291,Jul 12 14:13:51 ip-10-0-0-12 sshd[2345]: Failed password for invalid user auditor-kim from 10.11.203.19 port 55852 ssh2,log,2025-06-02 00:14:00+00:00,AC-7;AU-6,Multiple failed logins require lockout and audit review ⇒ AC-7; AU-6.,test
1292,VPN gateway: user ops-admin connected from 10.15.2.7 MFA=absent; split-tunnel enabled,log,2025-06-02 00:16:00+00:00,AC-17;IA-2,Remote access lacking MFA ⇒ AC-17; IA-2.,dev
1293,KMS: key arn:aws:kms:ap-southeast-2:444455556666:key/25438374 rotation disabled; shared across apps,config,2025-06-02 00:24:00+00:00,SC-12;SC-28,Key rotation disabled and cross-app sharing ⇒ SC-12; SC-28.,dev
1294,KMS: key arn:aws:kms:ap-southeast-2:777788889999:key/34310156 rotation disabled; shared across apps,config,2025-06-02 00:28:00+00:00,SC-12;SC-28,Key rotation disabled and cross-app sharing ⇒ SC-12; SC-28.,train
1295,Jul 12 14:20:51 ip-10-0-0-12 sshd[2345]: Failed password for invalid user ops-admin from 10.11.203.43 port 55852 ssh2,log,2025-06-02 00:30:00+00:00,AC-7;AU-6,Multiple failed logins require lockout and audit review ⇒ AC-7; AU-6.,train
1296,Nessus: OpenSSH critical CVE count=3 on orders-svc; next scan in 45 days,ticket,2025-06-02 00:32:00+00:00,RA-5;SI-2,Critical vulns & scan cadence/remediation gaps ⇒ RA-5; SI-2.,test
1297,Incident INC-87787: rollback failed for s3-finance due to unknown dependency; asset not in CMDB inventory,ticket,2025-06-02 00:34:00+00:00,CM-8;IR-4,Inventory gap impacted incident handling ⇒ CM-8; IR-4.,train
1298,API Gateway us-east-1: rate limiting disabled for payments-api; previous burst 50k rps caused 503s,log,2025-06-02 00:36:00+00:00,SC-5,DoS and boundary protection gaps ⇒ SC-5; SC-7.,dev
1299,"10.18.101.43 - - [25/Oct/2025:23:11:49 +0000] ""GET /api/v1/orders HTTP/1.1"" 200 123 ""-"" ""k6/0.46.0"" rt=0.002 upstream_rt=0.002 reqs=3736",log,2025-06-02 00:38:00+00:00,SC-5,Burst traffic suggests need for rate-limits ⇒ SC-5.,train
1300,CHG-3002 emergency change merged to s3-finance in us-east-1 without test evidence,ticket,2025-06-02 00:42:00+00:00,SA-11,Change without approval/testing evidence ⇒ CM-3; SA-11.,train
1301,KMS: key arn:aws:kms:us-east-1:777788889999:key/38166229 rotation disabled; shared across apps,config,2025-06-02 00:46:00+00:00,SC-12;SC-28,Key rotation disabled and cross-app sharing ⇒ SC-12; SC-28.,train
1302,"S3: bucket policy allows s3:GetObject to Principal=""*"" on arn:aws:s3:us-east-1:111122223333:bucket/public-assets (HTTP allowed via CloudFront origin)",config,2025-06-02 00:48:00+00:00,SC-28;SC-7,Public data exposure risk and at-rest protection concern ⇒ SC-7; SC-28.,test
1303,"{""kind"":""Event"",""apiVersion"":""audit.k8s.io/v1"",""level"":""Metadata"",""stage"":""ResponseComplete"",""requestURI"":""/api/v1/namespaces/prod/pods/nginx-abc/exec?command=sh"",""user"":{""username"":""ops-admin""},""sourceIPs"":[""10.19.55.43""],""objectRef"":{""resource"":""pods"",""namespace"":""prod"",""name"":""nginx-abc""},""responseStatus"":{""code"":200}}",log,2025-06-02 00:56:00+00:00,AC-6;IR-5,Pod exec implies privileged access monitoring ⇒ AC-6; IR-5.,test
1304,"{""eventVersion"":""1.08"",""userIdentity"":{""type"":""IAMUser"",""userName"":""svc-etl""},""eventTime"":""2025-10-25T23:11:49.544150Z"",""eventSource"":""ec2.amazonaws.com"",""eventName"":""AuthorizeSecurityGroupIngress"",""awsRegion"":""ap-southeast-2"",""sourceIPAddress"":""10.18.2.87"",""requestParameters"":{""ipPermissions"":[{""fromPort"":22,""toPort"":22,""ipProtocol"":""tcp"",""ipRanges"":[{""cidrIp"":""0.0.0.0/0""}]}]},""responseElements"":null,""requestID"":""66146127-EXAMPLE""}",log,2025-06-02 00:58:00+00:00,AC-6;SC-7,Security group change to 0.0.0.0/0; requires boundary control & least privilege ⇒ SC-7; AC-6.,dev
1305,Jul 12 14:14:51 ip-10-0-0-12 sshd[2345]: Failed password for invalid user alice from 10.11.203.7 port 55852 ssh2,log,2025-06-02 01:02:00+00:00,AC-7;AU-6,Multiple failed logins require lockout and audit review ⇒ AC-7; AU-6.,train
1306,Jul 12 14:17:51 ip-10-0-0-12 sshd[2345]: Failed password for invalid user svc-app from 10.17.2.19 port 55852 ssh2,log,2025-06-02 01:06:00+00:00,AU-6,Multiple failed logins require lockout and audit review ⇒ AC-7; AU-6.,train
1307,VPN gateway: user svc-app connected from 10.10.203.19 MFA=absent; split-tunnel enabled,log,2025-06-02 01:12:00+00:00,AC-17;IA-2,Remote access lacking MFA ⇒ AC-17; IA-2.,train
1308,CHG-7148 emergency change merged to nginx-proxy in eu-central-1 without test evidence,ticket,2025-06-02 01:14:00+00:00,SA-11,Change without approval/testing evidence ⇒ CM-3; SA-11.,train
1309,Nessus: nginx critical CVE count=5 on auth-service; next scan in 45 days,ticket,2025-06-02 01:22:00+00:00,SI-2,Critical vulns & scan cadence/remediation gaps ⇒ RA-5; SI-2.,train
1310,Incident INC-48139: rollback failed for orders-svc due to unknown dependency; asset not in CMDB inventory,ticket,2025-06-02 01:26:00+00:00,CM-8;IR-4,Inventory gap impacted incident handling ⇒ CM-8; IR-4.,dev
1311,CHG-1603 emergency change merged to s3-finance in eu-central-1 without test evidence,ticket,2025-06-02 01:30:00+00:00,CM-3;SA-11,Change without approval/testing evidence ⇒ CM-3; SA-11.,dev
1312,KMS: key arn:aws:kms:us-west-2:777788889999:key/17730741 rotation disabled; shared across apps,config,2025-06-02 01:34:00+00:00,SC-12;SC-28,Key rotation disabled and cross-app sharing ⇒ SC-12; SC-28.,dev
1313,VPN gateway: user alice connected from 10.18.203.43 MFA=absent; split-tunnel enabled,log,2025-06-02 01:36:00+00:00,AC-17;IA-2,Remote access lacking MFA ⇒ AC-17; IA-2.,dev
1314,"{""kind"":""Event"",""apiVersion"":""audit.k8s.io/v1"",""level"":""Metadata"",""stage"":""ResponseComplete"",""requestURI"":""/api/v1/namespaces/prod/pods/nginx-abc/exec?command=sh"",""user"":{""username"":""auditor-kim""},""sourceIPs"":[""10.12.203.19""],""objectRef"":{""resource"":""pods"",""namespace"":""prod"",""name"":""nginx-abc""},""responseStatus"":{""code"":200}}",log,2025-06-02 01:38:00+00:00,IR-5,Pod exec implies privileged access monitoring ⇒ AC-6; IR-5.,train
1315,API Gateway ap-southeast-2: rate limiting disabled for inventory-svc; previous burst 50k rps caused 503s,log,2025-06-02 01:44:00+00:00,SC-5;SC-7,DoS and boundary protection gaps ⇒ SC-5; SC-7.,train
1316,"10.11.55.43 - - [25/Oct/2025:23:11:49 +0000] ""GET /api/v1/orders HTTP/1.1"" 200 123 ""-"" ""k6/0.46.0"" rt=0.002 upstream_rt=0.002 reqs=2528",log,2025-06-02 01:46:00+00:00,SC-5,Burst traffic suggests need for rate-limits ⇒ SC-5.,train
1317,VPN gateway: user auditor-kim connected from 10.12.2.19 MFA=absent; split-tunnel enabled,log,2025-06-02 01:50:00+00:00,AC-17;IA-2,Remote access lacking MFA ⇒ AC-17; IA-2.,dev
1318,API Gateway us-west-2: rate limiting disabled for payments-api; previous burst 50k rps caused 503s,log,2025-06-02 02:00:00+00:00,SC-5;SC-7,DoS and boundary protection gaps ⇒ SC-5; SC-7.,train
1319,"{""eventVersion"":""1.08"",""userIdentity"":{""type"":""IAMUser"",""userName"":""svc-app""},""eventTime"":""2025-10-25T23:11:49.544415Z"",""eventSource"":""ec2.amazonaws.com"",""eventName"":""AuthorizeSecurityGroupIngress"",""awsRegion"":""eu-central-1"",""sourceIPAddress"":""10.10.2.7"",""requestParameters"":{""ipPermissions"":[{""fromPort"":22,""toPort"":22,""ipProtocol"":""tcp"",""ipRanges"":[{""cidrIp"":""0.0.0.0/0""}]}]},""responseElements"":null,""requestID"":""94954915-EXAMPLE""}",log,2025-06-02 02:04:00+00:00,AC-6,Security group change to 0.0.0.0/0; requires boundary control & least privilege ⇒ SC-7; AC-6.,test
1320,Jul 12 14:13:51 ip-10-0-0-12 sshd[2345]: Failed password for invalid user auditor-kim from 10.13.101.7 port 55852 ssh2,log,2025-06-02 02:06:00+00:00,AC-7;AU-6,Multiple failed logins require lockout and audit review ⇒ AC-7; AU-6.,dev
1321,Nessus: OpenSSL critical CVE count=3 on orders-svc; next scan in 45 days,ticket,2025-06-02 02:08:00+00:00,RA-5;SI-2,Critical vulns & scan cadence/remediation gaps ⇒ RA-5; SI-2.,train
1322,Veeam: Restore validation FAILED for orders-svc; last successful full=21 days ago,ticket,2025-06-02 02:10:00+00:00,CP-9,Backups/restores failing ⇒ CP-9.,train
1323,CHG-1661 emergency change merged to kafka-broker in us-east-1 without test evidence,ticket,2025-06-02 02:18:00+00:00,CM-3;SA-11,Change without approval/testing evidence ⇒ CM-3; SA-11.,dev
1324,Incident INC-20766: rollback failed for etl-runner due to unknown dependency; asset not in CMDB inventory,ticket,2025-06-02 02:24:00+00:00,CM-8;IR-4,Inventory gap impacted incident handling ⇒ CM-8; IR-4.,dev
1325,"10.19.2.19 - - [25/Oct/2025:23:11:49 +0000] ""GET /api/v1/orders HTTP/1.1"" 200 123 ""-"" ""k6/0.46.0"" rt=0.002 upstream_rt=0.002 reqs=4256",log,2025-06-02 02:28:00+00:00,SC-5,Burst traffic suggests need for rate-limits ⇒ SC-5.,train
1326,Incident INC-56301: rollback failed for db-primary due to unknown dependency; asset not in CMDB inventory,ticket,2025-06-02 02:30:00+00:00,CM-8,Inventory gap impacted incident handling ⇒ CM-8; IR-4.,test
1327,FIM: checksum mismatch on /etc/sshd_config on kafka-broker; expected sha256:... actual sha256:...,log,2025-06-02 02:32:00+00:00,CM-6;SI-7,Integrity monitoring caught config drift ⇒ SI-7; CM-6.,train
1328,Incident INC-93095: rollback failed for s3-finance due to unknown dependency; asset not in CMDB inventory,ticket,2025-06-02 02:34:00+00:00,CM-8;IR-4,Inventory gap impacted incident handling ⇒ CM-8; IR-4.,dev
1329,Nessus: OpenSSH critical CVE count=5 on auth-service; next scan in 45 days,ticket,2025-06-02 02:36:00+00:00,RA-5;SI-2,Critical vulns & scan cadence/remediation gaps ⇒ RA-5; SI-2.,test
1330,CHG-5107 emergency change merged to inventory-svc in us-west-2 without test evidence,ticket,2025-06-02 02:46:00+00:00,CM-3;SA-11,Change without approval/testing evidence ⇒ CM-3; SA-11.,dev
1331,"{""kind"":""Event"",""apiVersion"":""audit.k8s.io/v1"",""level"":""Metadata"",""stage"":""ResponseComplete"",""requestURI"":""/api/v1/namespaces/prod/pods/nginx-abc/exec?command=sh"",""user"":{""username"":""svc-app""},""sourceIPs"":[""10.17.55.87""],""objectRef"":{""resource"":""pods"",""namespace"":""prod"",""name"":""nginx-abc""},""responseStatus"":{""code"":200}}",log,2025-06-02 02:48:00+00:00,AC-6;IR-5,Pod exec implies privileged access monitoring ⇒ AC-6; IR-5.,train
1332,"{""kind"":""Event"",""apiVersion"":""audit.k8s.io/v1"",""level"":""Metadata"",""stage"":""ResponseComplete"",""requestURI"":""/api/v1/namespaces/prod/pods/nginx-abc/exec?command=sh"",""user"":{""username"":""bob""},""sourceIPs"":[""10.13.2.87""],""objectRef"":{""resource"":""pods"",""namespace"":""prod"",""name"":""nginx-abc""},""responseStatus"":{""code"":200}}",log,2025-06-02 02:52:00+00:00,AC-6;IR-5,Pod exec implies privileged access monitoring ⇒ AC-6; IR-5.,train
1333,CHG-8077 emergency change merged to payments-api in ap-southeast-2 without test evidence,ticket,2025-06-02 02:56:00+00:00,CM-3;SA-11,Change without approval/testing evidence ⇒ CM-3; SA-11.,test
1334,VPN gateway: user ops-admin connected from 10.14.101.19 MFA=absent; split-tunnel enabled,log,2025-06-02 02:58:00+00:00,AC-17;IA-2,Remote access lacking MFA ⇒ AC-17; IA-2.,dev
1335,Jul 12 14:14:51 ip-10-0-0-12 sshd[2345]: Failed password for invalid user svc-etl from 10.17.55.7 port 55852 ssh2,log,2025-06-02 03:00:00+00:00,AC-7;AU-6,Multiple failed logins require lockout and audit review ⇒ AC-7; AU-6.,train
1336,Nessus: OpenSSH critical CVE count=8 on kafka-broker; next scan in 45 days,ticket,2025-06-02 03:02:00+00:00,RA-5;SI-2,Critical vulns & scan cadence/remediation gaps ⇒ RA-5; SI-2.,train
1337,"{""eventVersion"":""1.08"",""userIdentity"":{""type"":""IAMUser"",""userName"":""svc-app""},""eventTime"":""2025-10-25T23:11:49.544724Z"",""eventSource"":""ec2.amazonaws.com"",""eventName"":""AuthorizeSecurityGroupIngress"",""awsRegion"":""ap-southeast-2"",""sourceIPAddress"":""10.10.2.87"",""requestParameters"":{""ipPermissions"":[{""fromPort"":22,""toPort"":22,""ipProtocol"":""tcp"",""ipRanges"":[{""cidrIp"":""0.0.0.0/0""}]}]},""responseElements"":null,""requestID"":""43444184-EXAMPLE""}",log,2025-06-02 03:04:00+00:00,AC-6;SC-7,Security group change to 0.0.0.0/0; requires boundary control & least privilege ⇒ SC-7; AC-6.,train
1338,VPN gateway: user svc-etl connected from 10.17.203.7 MFA=absent; split-tunnel enabled,log,2025-06-02 03:14:00+00:00,AC-17;IA-2,Remote access lacking MFA ⇒ AC-17; IA-2.,test
1339,VPN gateway: user auditor-kim connected from 10.15.203.87 MFA=absent; split-tunnel enabled,log,2025-06-02 03:18:00+00:00,AC-17;IA-2,Remote access lacking MFA ⇒ AC-17; IA-2.,dev
1340,Nessus: nginx critical CVE count=8 on redis-cache; next scan in 45 days,ticket,2025-06-02 03:24:00+00:00,RA-5;SI-2,Critical vulns & scan cadence/remediation gaps ⇒ RA-5; SI-2.,dev
1341,"10.11.55.19 - - [25/Oct/2025:23:11:49 +0000] ""GET /api/v1/orders HTTP/1.1"" 200 123 ""-"" ""k6/0.46.0"" rt=0.002 upstream_rt=0.002 reqs=3960",log,2025-06-02 03:28:00+00:00,SC-5,Burst traffic suggests need for rate-limits ⇒ SC-5.,train
1342,"{""kind"":""Event"",""apiVersion"":""audit.k8s.io/v1"",""level"":""Metadata"",""stage"":""ResponseComplete"",""requestURI"":""/api/v1/namespaces/prod/pods/nginx-abc/exec?command=sh"",""user"":{""username"":""svc-etl""},""sourceIPs"":[""10.14.203.43""],""objectRef"":{""resource"":""pods"",""namespace"":""prod"",""name"":""nginx-abc""},""responseStatus"":{""code"":200}}",log,2025-06-02 03:32:00+00:00,IR-5,Pod exec implies privileged access monitoring ⇒ AC-6; IR-5.,dev
1343,VPN gateway: user svc-app connected from 10.15.55.19 MFA=absent; split-tunnel enabled,log,2025-06-02 03:38:00+00:00,IA-2,Remote access lacking MFA ⇒ AC-17; IA-2.,train
1344,KMS: key arn:aws:kms:us-east-1:444455556666:key/27317038 rotation disabled; shared across apps,config,2025-06-02 03:40:00+00:00,SC-12;SC-28,Key rotation disabled and cross-app sharing ⇒ SC-12; SC-28.,train
1345,CHG-6329 emergency change merged to orders-svc in us-east-1 without test evidence,ticket,2025-06-02 03:46:00+00:00,SA-11,Change without approval/testing evidence ⇒ CM-3; SA-11.,test
1346,"{""kind"":""Event"",""apiVersion"":""audit.k8s.io/v1"",""level"":""Metadata"",""stage"":""ResponseComplete"",""requestURI"":""/api/v1/namespaces/prod/pods/nginx-abc/exec?command=sh"",""user"":{""username"":""alice""},""sourceIPs"":[""10.19.101.87""],""objectRef"":{""resource"":""pods"",""namespace"":""prod"",""name"":""nginx-abc""},""responseStatus"":{""code"":200}}",log,2025-06-02 03:48:00+00:00,AC-6;IR-5,Pod exec implies privileged access monitoring ⇒ AC-6; IR-5.,train
1347,"10.13.101.43 - - [25/Oct/2025:23:11:49 +0000] ""GET /api/v1/orders HTTP/1.1"" 200 123 ""-"" ""k6/0.46.0"" rt=0.002 upstream_rt=0.002 reqs=3267",log,2025-06-02 03:50:00+00:00,SC-5,Burst traffic suggests need for rate-limits ⇒ SC-5.,train
1348,Nessus: OpenSSL critical CVE count=7 on redis-cache; next scan in 45 days,ticket,2025-06-02 03:52:00+00:00,RA-5;SI-2,Critical vulns & scan cadence/remediation gaps ⇒ RA-5; SI-2.,train
1349,Incident INC-78049: rollback failed for redis-cache due to unknown dependency; asset not in CMDB inventory,ticket,2025-06-02 03:54:00+00:00,IR-4,Inventory gap impacted incident handling ⇒ CM-8; IR-4.,train
1350,"10.14.101.43 - - [25/Oct/2025:23:11:49 +0000] ""GET /api/v1/orders HTTP/1.1"" 200 123 ""-"" ""k6/0.46.0"" rt=0.002 upstream_rt=0.002 reqs=3194",log,2025-06-02 03:56:00+00:00,SC-5,Burst traffic suggests need for rate-limits ⇒ SC-5.,train
1351,API Gateway us-west-2: rate limiting disabled for nginx-proxy; previous burst 50k rps caused 503s,log,2025-06-02 03:58:00+00:00,SC-5;SC-7,DoS and boundary protection gaps ⇒ SC-5; SC-7.,train
1352,Incident INC-29307: rollback failed for kafka-broker due to unknown dependency; asset not in CMDB inventory,ticket,2025-06-02 04:02:00+00:00,CM-8;IR-4,Inventory gap impacted incident handling ⇒ CM-8; IR-4.,dev
1353,"{""kind"":""Event"",""apiVersion"":""audit.k8s.io/v1"",""level"":""Metadata"",""stage"":""ResponseComplete"",""requestURI"":""/api/v1/namespaces/prod/pods/nginx-abc/exec?command=sh"",""user"":{""username"":""alice""},""sourceIPs"":[""10.16.55.87""],""objectRef"":{""resource"":""pods"",""namespace"":""prod"",""name"":""nginx-abc""},""responseStatus"":{""code"":200}}",log,2025-06-02 04:06:00+00:00,AC-6;IR-5,Pod exec implies privileged access monitoring ⇒ AC-6; IR-5.,train
1354,Veeam: Restore validation FAILED for s3-finance; last successful full=21 days ago,ticket,2025-06-02 04:12:00+00:00,CP-9,Backups/restores failing ⇒ CP-9.,dev
1355,"S3: bucket policy allows s3:GetObject to Principal=""*"" on arn:aws:s3:us-west-2:777788889999:bucket/public-assets (HTTP allowed via CloudFront origin)",config,2025-06-02 04:16:00+00:00,SC-28;SC-7,Public data exposure risk and at-rest protection concern ⇒ SC-7; SC-28.,train
1356,Jul 12 14:12:51 ip-10-0-0-12 sshd[2345]: Failed password for invalid user bob from 10.17.101.19 port 55852 ssh2,log,2025-06-02 04:20:00+00:00,AC-7;AU-6,Multiple failed logins require lockout and audit review ⇒ AC-7; AU-6.,train
1357,Jul 12 14:55:51 ip-10-0-0-12 sshd[2345]: Failed password for invalid user alice from 10.13.55.87 port 55852 ssh2,log,2025-06-02 04:22:00+00:00,AC-7;AU-6,Multiple failed logins require lockout and audit review ⇒ AC-7; AU-6.,train
1358,"{""kind"":""Event"",""apiVersion"":""audit.k8s.io/v1"",""level"":""Metadata"",""stage"":""ResponseComplete"",""requestURI"":""/api/v1/namespaces/prod/pods/nginx-abc/exec?command=sh"",""user"":{""username"":""alice""},""sourceIPs"":[""10.12.203.43""],""objectRef"":{""resource"":""pods"",""namespace"":""prod"",""name"":""nginx-abc""},""responseStatus"":{""code"":200}}",log,2025-06-02 04:24:00+00:00,AC-6;IR-5,Pod exec implies privileged access monitoring ⇒ AC-6; IR-5.,train
1359,Jul 12 14:59:51 ip-10-0-0-12 sshd[2345]: Failed password for invalid user svc-etl from 10.14.55.19 port 55852 ssh2,log,2025-06-02 04:28:00+00:00,AC-7;AU-6,Multiple failed logins require lockout and audit review ⇒ AC-7; AU-6.,train
1360,Incident INC-77716: rollback failed for auth-service due to unknown dependency; asset not in CMDB inventory,ticket,2025-06-02 04:34:00+00:00,CM-8;IR-4,Inventory gap impacted incident handling ⇒ CM-8; IR-4.,train
1361,KMS: key arn:aws:kms:eu-central-1:444455556666:key/67260839 rotation disabled; shared across apps,config,2025-06-02 04:38:00+00:00,SC-12;SC-28,Key rotation disabled and cross-app sharing ⇒ SC-12; SC-28.,train
1362,KMS: key arn:aws:kms:us-west-2:111122223333:key/86297441 rotation disabled; shared across apps,config,2025-06-02 04:42:00+00:00,SC-12;SC-28,Key rotation disabled and cross-app sharing ⇒ SC-12; SC-28.,train
1363,VPN gateway: user svc-app connected from 10.17.101.7 MFA=absent; split-tunnel enabled,log,2025-06-02 04:48:00+00:00,AC-17;IA-2,Remote access lacking MFA ⇒ AC-17; IA-2.,train
1364,FIM: checksum mismatch on /etc/sshd_config on s3-finance; expected sha256:... actual sha256:...,log,2025-06-02 04:52:00+00:00,CM-6;SI-7,Integrity monitoring caught config drift ⇒ SI-7; CM-6.,train
